train_loss	photo_loss	smooth_loss	geometry_consistency_loss
1.5775060653686523	1.5702731609344482	0.01150316372513771	0.01216510497033596
1.7092573642730713	1.702028512954712	0.01106969267129898	0.012243775650858879
1.6215559244155884	1.6153459548950195	0.010344330221414566	0.010351194068789482
1.5659620761871338	1.5597026348114014	0.009400597773492336	0.010638672858476639
1.6395461559295654	1.6329525709152222	0.009767519310116768	0.011233607307076454
1.537336826324463	1.530862808227539	0.009174947626888752	0.011112969368696213
1.726596474647522	1.718607783317566	0.00991107802838087	0.013995165005326271
1.5484424829483032	1.541129469871521	0.008453868329524994	0.012935088016092777
1.6287736892700195	1.6207722425460815	0.009040079079568386	0.014195038005709648
1.4782253503799438	1.4711763858795166	0.008039743639528751	0.012490025721490383
1.6217679977416992	1.6142780780792236	0.008711040019989014	0.013237738981842995
1.5563380718231201	1.5497443675994873	0.00853896513581276	0.01147959940135479
1.536590337753296	1.530051350593567	0.008524174802005291	0.011372935026884079
1.4771863222122192	1.4704445600509644	0.007812291383743286	0.011921134777367115
1.5756995677947998	1.5679919719696045	0.007731192279607058	0.013868927955627441
